VisitNum,FieldNum,StationNum,VisitType,VisitDate,VisitYear,StationLength,DataSource,Project,SampleType,GPSFileName,LatLongNum,CollDate,CollTime,CollTimeDup,Spacing,ChanCon,SampleID,Comments,VisitResult,VisitResultReason,AssessmentStatus,AssessmentStatusReason,Flow,QHEI,FHR,MSHA,FishSampleCrew,HabitatCrew,DateEntered,VisitNumOld,Source,TapeDown
19960134,96SC042,1625,bugs,8/28/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1411,,
19960135,96SC043,1626,bugs,9/23/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1412,,
19960136,96SC044,1627,bugs,9/5/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1413,,
19960137,96SC045,1628,bugs,8/29/1996,1996,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1414,,
19960138,96SC046,1629,bugs,8/28/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1415,,
19960139,96SC046,1629,bugs,9/10/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1416,,
19960140,96SC047,1630,bugs,8/25/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1417,,
19960141,96SC048,1631,bugs,8/25/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1418,,
19960142,96SC049,1632,bugs,9/5/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1419,,
19960143,96SC050,1633,bugs,9/10/1996,1996,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1420,,
19960144,96SC051,1635,bugs,9/10/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1421,,
19960145,96SC052,1636,bugs,9/5/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1422,,
19960146,96SC052,1636,bugs,9/10/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1423,,
19960147,96SC054,1638,bugs,9/18/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1424,,
19960148,96SC056,1640,bugs,9/10/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1425,,
19960149,96SC058,1642,bugs,9/12/1996,1996,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1426,,
19960150,96SC059,1643,bugs,9/12/1996,1996,,MPCA,EMAP,,,,,,,,NA,,ChanCon by GIS,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1427,,
19960151,96SC061,1645,bugs,9/5/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1428,,
19960152,96SC063,1647,bugs,8/27/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1429,,
19960153,96SC064,1648,bugs,8/29/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1430,,
19960154,96SC065,1649,bugs,8/21/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1431,,
19960155,96SC065,1649,bugs,9/17/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1432,,
19960156,96SC066,1651,bugs,9/16/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1433,,
19960157,96SC067,1652,bugs,9/4/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1434,,
19960158,96SC068,1653,bugs,9/4/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1435,,
19960159,96SC068,1653,bugs,9/9/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1436,,
19960160,96SC069,1654,bugs,9/5/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1437,,
19960161,96SC072,1656,bugs,9/4/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1438,,
19960162,96SC073,1657,bugs,9/4/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1439,,
19960163,96SC074,1658,bugs,9/5/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1440,,
19960164,96SC075,1660,bugs,8/27/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1441,,
19960165,96SC077,1662,bugs,9/4/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1442,,
19960166,96SC078,1663,bugs,8/22/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1443,,
19960167,96SC079,1664,bugs,9/4/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1444,,
19960168,96SC079,1664,bugs,9/9/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1445,,
19960169,96SC080,1665,bugs,9/11/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1446,,
19960170,96SC081,1666,bugs,8/26/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1447,,
19960171,96SC082,1668,bugs,8/29/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1448,,
19960172,96SC083,1669,bugs,8/28/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1449,,
19960174,96SC085,1672,bugs,8/28/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1451,,
19960175,96SC086,1673,bugs,9/11/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1452,,
19960176,96SC090,1679,bugs,9/11/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1453,,
19960177,96SC097,1686,bugs,9/11/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1454,,
19960179,96SC096,1685,bugs,9/18/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1456,,
19960180,96SC094,1682,bugs,9/18/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1457,,
19960181,96SC088,1675,bugs,9/17/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1458,,
19960182,96SC095,1683,bugs,9/18/1996,1996,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1459,,
19970101,96SC081,1666,fish,6/26/1997,1997,210,MPCA,biocriteria,,,71,6/26/1997,1/0/1900,,16.20000076,NA,9716674,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,6/8/1998,582,,
19970102,96SC084,1670,fish,6/16/1997,1997,214,MPCA,biocriteria,,W061617A,230,6/16/1997,1/0/1900,,16.5,NA,9714933,pH standarized at 10.16,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,10,,,,6/9/1998,583,,
19970103,96SC088,1675,fish,7/31/1997,1997,500,MPCA,biocriteria,,,17,7/31/1997,1/0/1900,,,NA,9721769,no QHEI score,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,6/11/1998,584,,
19970104,96SC089,1677,fish,9/15/1997,1997,500,MPCA,biocriteria,,,88,9/15/1997,1/0/1900,,,NA,9727546,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,61,,,,,6/11/1998,585,,
19970105,96SC095,1683,fish,8/21/1997,1997,500,MPCA,biocriteria,,W082117A,289,8/21/1997,1/0/1900,,,NA,9724578,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,74,,,,,6/11/1998,586,,
19970106,96SC013,1594,fish,6/26/1997,1997,206,MPCA,EMAP,,,61,6/26/1997,1/0/1900,,15.69999981,NA,9716675,Conductivity meter 1216.  Turbidity was not measured.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,6/11/1998,587,,
19970107,96SC037,1620,fish,7/28/1997,1997,494,MPCA,EMAP,,W072817A,231,7/28/1997,1/0/1900,,38,NA,9721392,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,6/15/1998,588,,
19970108,96SC050,1633,fish,6/27/1997,1997,357,MPCA,EMAP,,,54,6/27/1997,1/0/1900,,27,OC,9717191,Turbidity was not measured.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,6/15/1998,589,,
19970109,96SC065,1649,fish,6/23/1997,1997,505,MPCA,biocriteria,,W062317A,281,6/23/1997,1/0/1900,,38,NA,9716022,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,6/15/1998,590,,
19970110,96SC074,1658,fish,8/13/1997,1997,232,MPCA,biocriteria,,V081318A,251,8/13/1997,1/0/1900,,17.79999924,NA,9723704,No pictures (no film),Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,6/15/1998,591,,
19970112,96SC074,1658,bugs,10/2/1997,1997,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1462,,
19970159,96SC015,1597,bugs,8/26/1997,1997,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1509,,
19970160,96SC034,1617,bugs,8/27/1997,1997,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1510,,
19970162,96SC065,1649,bugs,8/26/1997,1997,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1512,,
19970163,96SC068,1653,bugs,8/26/1997,1997,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1513,,
19970164,96SC079,1664,bugs,8/27/1997,1997,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1514,,
19970165,96SC084,1670,bugs,10/3/1997,1997,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1515,,
19970166,96SC088,1675,bugs,10/3/1997,1997,,MPCA,biocriteria,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,2/23/2001,1516,,
19980064,98SC001,2603,fish,6/23/1998,1998,246,MPCA,stressor ID,,,490,6/23/1998,1/0/1900,,19,NA,9816073,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,655,,
19980065,98SC001,2603,fish,8/13/1998,1998,256,MPCA,stressor ID,,,490,8/13/1998,1/0/1900,,19,NA,9824166,"Flags were removed, had to reflag and didn't have lat/long but could remember downstream flag location.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,656,,
19980066,98SC002,2604,fish,6/23/1998,1998,218,MPCA,stressor ID,,,491,6/23/1998,1/0/1900,,16.20000076,NA,9816070,Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,657,,
19980067,98SC003,2605,fish,6/23/1998,1998,344,MPCA,stressor ID,,,492,6/23/1998,1/0/1900,,27,NA,9816063,Robert and Louise Scheffer (320)358-4975 live downstream across from cemetary.  Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,658,,
19980068,98SC004,2606,fish,6/23/1998,1998,353,MPCA,stressor ID,,,493,6/23/1998,1/0/1900,,27,NA,9816062,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,659,,
19980069,98SC005,2607,fish,7/2/1998,1998,206,MPCA,biocriteria,,,494,7/2/1998,1/0/1900,,16,NA,9817264,Electrofished 87m beyond upstream flag (x site flag not found).  Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,8,,,,10/12/1998,660,,
19980070,98SC006,2608,fish,7/27/1998,1998,149,MPCA,biocriteria,,,495,7/27/1998,1/0/1900,,11.5,OC,9821807,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,661,,
19980071,98SC007,2609,fish,6/16/1998,1998,163,MPCA,biocriteria,,,496,6/16/1998,1/0/1900,,12,NA,9814419,Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,662,,
19980072,98SC007,2609,fish,8/13/1998,1998,153,MPCA,biocriteria,,,496,8/13/1998,1/0/1900,,12,NA,9824165,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,663,,
19980073,98SC008,2611,fish,6/18/1998,1998,226,MPCA,biocriteria,,,497,6/18/1998,1/0/1900,,17,NA,9814973,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,664,,
19980074,98SC008,2611,fish,7/27/1998,1998,231,MPCA,biocriteria,,,497,7/27/1998,1/0/1900,,16,NA,9821808,Air temperature was not measured.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,665,,
19980075,98SC009,2612,fish,6/22/1998,1998,422,MPCA,biocriteria,,,498,6/22/1998,1/0/1900,,32,NA,9816068,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,666,,
19980076,98SC010,2613,fish,6/22/1998,1998,521,MPCA,biocriteria,,,499,6/22/1998,1/0/1900,,38.5,NA,9816072,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,667,,
19980077,98SC011,2614,fish,7/6/1998,1998,360,MPCA,biocriteria,,,500,7/6/1998,1/0/1900,,27,OC,9818198,Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,10,,,,10/12/1998,668,,
19980078,98SC012,2615,fish,6/24/1998,1998,156,MPCA,biocriteria,,,501,6/24/1998,1/0/1900,,11.5,NA,9816064,wetland habitat.  Air temp not measured. Changed OC to NA after GIS review.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,669,,
19980079,98SC013,2616,fish,8/17/1998,1998,496,MPCA,biocriteria,,,502,8/17/1998,1/0/1900,,38.5,NA,9824891,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,670,,
19980080,98SC014,2617,fish,7/1/1998,1998,172,MPCA,biocriteria,,,503,7/1/1998,1/0/1900,,13.5,OC,9817104,1 beaver dam,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,671,,
19980081,98SC015,2618,fish,7/2/1998,1998,366,MPCA,biocriteria,,,504,7/2/1998,1/0/1900,,27,NA,9817262,Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,672,,
19980082,98SC016,2619,fish,7/1/1998,1998,158,MPCA,biocriteria,,,505,7/1/1998,1/0/1900,,11.5,OC,9817105,Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,673,,
19980083,98SC017,2620,fish,6/24/1998,1998,154,MPCA,biocriteria,,,506,6/24/1998,1/0/1900,,11.5,RC,9816067,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,674,,
19980084,98SC018,2622,fish,6/24/1998,1998,254,MPCA,biocriteria,,,507,6/24/1998,1/0/1900,,19,NA,9816061,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,675,,
19980085,98SC019,2623,fish,7/2/1998,1998,250,MPCA,biocriteria,,,508,7/2/1998,1/0/1900,,18.5,NA,9817263,Air temperature was not measured.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,676,,
19980086,98SC020,2624,fish,6/24/1998,1998,205,MPCA,biocriteria,,,509,6/24/1998,1/0/1900,,15,NA,9816065,"site is in pasture area, but has not been grazed yet this year.  Air temperature was not measured.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,677,,
19980088,96SC013,1594,fish,7/27/1998,1998,210,MPCA,EMAP,,,61,7/27/1998,1/0/1900,,16,NA,9821809,No GPS taken.  Air temperature was not measured.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,679,,
19980089,96SC037,1620,fish,6/25/1998,1998,485,MPCA,EMAP,,,72,6/25/1998,1/0/1900,,38.5,NA,9816074,No GPS taken,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,680,,
19980090,96SC050,1633,fish,7/16/1998,1998,354,MPCA,EMAP,,R071614A,414,7/16/1998,1/0/1900,,27,OC,9819559,"No GPS taken, only used for navigational purposes.  Air temperature was not measured.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,681,,
19980091,96SC065,1649,fish,6/17/1998,1998,483,MPCA,biocriteria,,,57,6/17/1998,1/0/1900,,38,NA,9814674,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,682,,
19980092,96SC074,1658,fish,6/24/1998,1998,219,MPCA,biocriteria,,,7,6/24/1998,1/0/1900,,16,NA,9816071,"Downstream end of site is ~ 25 m upstream of C.R 156.  No GPS taken, 1996 repeat.  Air temperature was not measured.",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,683,,
19980093,96SC081,1666,fish,6/23/1998,1998,210,MPCA,biocriteria,,,71,6/23/1998,1/0/1900,,16,NA,9816066,Difficult to electrofish - had to use settings on backpack - 700 volts - P - 9.  No GPS taken.  Air temperature was not measured.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,10/12/1998,684,,
19980094,96SC084,1670,fish,6/16/1998,1998,210,MPCA,biocriteria,,V061615A,415,6/16/1998,1/0/1900,,17,NA,9814420,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,9,,,,10/12/1998,685,,
19980095,96SC088,1675,fish,8/27/1998,1998,500,MPCA,biocriteria,,,17,8/27/1998,1/0/1900,,,NA,9826147,No GPS taken- we remembered the ends of the reach from last year.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,74,,,,,10/12/1998,686,,
